date,temp_max,temp_min,precipitation,crop,price_vnd,source,is_synthetic
2024-06-12,28.5,19.6,0.8,Sầu riêng Ri6,59000.0,AI_Synthetic,True
2024-06-13,28.8,20.9,3.5,Sầu riêng Ri6,61000.0,AI_Synthetic,True
2024-06-14,28.8,20.5,9.4,Sầu riêng Ri6,53000.0,AI_Synthetic,True
2024-06-15,28.5,19.6,19.9,Sầu riêng Ri6,63000.0,AI_Synthetic,True
2024-06-16,28.4,20.7,6.8,Sầu riêng Ri6,54000.0,AI_Synthetic,True
2024-06-17,27.9,20.7,3.5,Sầu riêng Ri6,52000.0,AI_Synthetic,True
2024-06-18,27.7,20.8,1.6,Sầu riêng Ri6,65000.0,AI_Synthetic,True
2024-06-19,27.1,21.1,10.6,Sầu riêng Ri6,52000.0,AI_Synthetic,True
2024-06-20,26.5,21.0,10.4,Sầu riêng Ri6,61000.0,AI_Synthetic,True
2024-06-21,23.9,20.5,15.9,Sầu riêng Ri6,60000.0,AI_Synthetic,True
2024-06-22,24.2,21.0,8.4,Sầu riêng Ri6,51000.0,AI_Synthetic,True
2024-06-23,24.3,20.5,13.0,Sầu riêng Ri6,51000.0,AI_Synthetic,True
2024-06-24,23.9,20.2,7.3,Sầu riêng Ri6,63000.0,AI_Synthetic,True
2024-06-25,26.0,20.2,10.2,Sầu riêng Ri6,58000.0,AI_Synthetic,True
2024-06-26,27.1,20.8,14.5,Sầu riêng Ri6,56000.0,AI_Synthetic,True
2024-06-27,27.5,20.2,4.7,Sầu riêng Ri6,47000.0,AI_Synthetic,True
2024-06-28,27.5,19.8,1.8,Sầu riêng Ri6,50000.0,AI_Synthetic,True
2024-06-29,27.4,19.7,0.3,Sầu riêng Ri6,61000.0,AI_Synthetic,True
2024-06-30,26.6,19.5,5.7,Sầu riêng Ri6,52000.0,AI_Synthetic,True
2024-07-01,27.5,19.7,2.2,Sầu riêng Ri6,48000.0,AI_Synthetic,True
2024-07-02,28.5,20.0,10.0,Sầu riêng Ri6,53000.0,AI_Synthetic,True
2024-07-03,27.1,19.2,8.0,Sầu riêng Ri6,58000.0,AI_Synthetic,True
2024-07-04,25.6,20.4,4.6,Sầu riêng Ri6,61000.0,AI_Synthetic,True
2024-07-05,27.3,19.8,0.5,Sầu riêng Ri6,61000.0,AI_Synthetic,True
2024-07-06,28.3,20.1,6.7,Sầu riêng Ri6,54000.0,AI_Synthetic,True
2024-07-07,27.4,20.3,4.9,Sầu riêng Ri6,63000.0,AI_Synthetic,True
2024-07-08,27.5,20.0,2.9,Sầu riêng Ri6,51000.0,AI_Synthetic,True
2024-07-09,27.0,20.3,2.6,Sầu riêng Ri6,60000.0,AI_Synthetic,True
2024-07-10,26.7,20.4,1.7,Sầu riêng Ri6,66000.0,AI_Synthetic,True
2024-07-11,25.4,20.0,3.3,Sầu riêng Ri6,61000.0,AI_Synthetic,True
2024-07-12,24.1,20.0,16.2,Sầu riêng Ri6,55000.0,AI_Synthetic,True
2024-07-13,24.2,20.3,13.5,Sầu riêng Ri6,54000.0,AI_Synthetic,True
2024-07-14,24.6,20.0,20.3,Sầu riêng Ri6,62000.0,AI_Synthetic,True
2024-07-15,25.0,20.5,6.8,Sầu riêng Ri6,69000.0,AI_Synthetic,True
2024-07-16,26.2,20.0,9.6,Sầu riêng Ri6,66000.0,AI_Synthetic,True
2024-07-17,24.8,20.5,20.8,Sầu riêng Ri6,69000.0,AI_Synthetic,True
2024-07-18,24.2,20.5,12.7,Sầu riêng Ri6,58000.0,AI_Synthetic,True
2024-07-19,23.8,20.5,10.8,Sầu riêng Ri6,52000.0,AI_Synthetic,True
2024-07-20,23.2,20.5,11.5,Sầu riêng Ri6,49000.0,AI_Synthetic,True
2024-07-21,24.0,20.5,12.8,Sầu riêng Ri6,51000.0,AI_Synthetic,True
2024-07-22,24.1,20.8,11.9,Sầu riêng Ri6,46000.0,AI_Synthetic,True
2024-07-23,24.5,21.0,6.9,Sầu riêng Ri6,63000.0,AI_Synthetic,True
2024-07-24,24.6,20.7,11.0,Sầu riêng Ri6,56000.0,AI_Synthetic,True
2024-07-25,24.3,20.3,23.6,Sầu riêng Ri6,58000.0,AI_Synthetic,True
2024-07-26,23.6,20.6,14.6,Sầu riêng Ri6,55000.0,AI_Synthetic,True
2024-07-27,24.7,21.0,7.4,Sầu riêng Ri6,63000.0,AI_Synthetic,True
2024-07-28,24.4,20.5,1.8,Sầu riêng Ri6,52000.0,AI_Synthetic,True
2024-07-29,25.3,19.2,2.5,Sầu riêng Ri6,60000.0,AI_Synthetic,True
2024-07-30,26.3,18.4,3.8,Sầu riêng Ri6,64000.0,AI_Synthetic,True
2024-07-31,26.3,19.9,1.0,Sầu riêng Ri6,46000.0,AI_Synthetic,True
2024-08-01,26.5,20.0,15.2,Sầu riêng Ri6,50000.0,AI_Synthetic,True
2024-08-02,27.0,20.4,13.6,Sầu riêng Ri6,53000.0,AI_Synthetic,True
2024-08-03,27.6,19.2,7.6,Sầu riêng Ri6,50000.0,AI_Synthetic,True
2024-08-04,26.1,18.9,9.1,Sầu riêng Ri6,55000.0,AI_Synthetic,True
2024-08-05,26.5,18.4,5.0,Sầu riêng Ri6,56000.0,AI_Synthetic,True
2024-08-06,26.4,20.1,8.8,Sầu riêng Ri6,48000.0,AI_Synthetic,True
2024-08-07,27.0,19.5,6.4,Sầu riêng Ri6,57000.0,AI_Synthetic,True
2024-08-08,27.2,21.0,0.3,Sầu riêng Ri6,54000.0,AI_Synthetic,True
2024-08-09,27.5,21.0,2.8,Sầu riêng Ri6,56000.0,AI_Synthetic,True
2024-08-10,26.8,21.3,1.8,Sầu riêng Ri6,59000.0,AI_Synthetic,True
2024-08-11,27.0,20.6,7.2,Sầu riêng Ri6,56000.0,AI_Synthetic,True
2024-08-12,25.8,20.6,3.2,Sầu riêng Ri6,50000.0,AI_Synthetic,True
2024-08-13,26.5,19.5,0.9,Sầu riêng Ri6,60000.0,AI_Synthetic,True
2024-08-14,27.9,21.6,0.7,Sầu riêng Ri6,50000.0,AI_Synthetic,True
2024-08-15,27.8,20.7,5.0,Sầu riêng Ri6,61000.0,AI_Synthetic,True
2024-08-16,27.3,19.7,4.5,Sầu riêng Ri6,62000.0,AI_Synthetic,True
2024-08-17,27.2,19.5,2.1,Sầu riêng Ri6,57000.0,AI_Synthetic,True
2024-08-18,27.9,19.4,3.2,Sầu riêng Ri6,57000.0,AI_Synthetic,True
2024-08-19,27.5,19.9,4.7,Sầu riêng Ri6,62000.0,AI_Synthetic,True
2024-08-20,26.3,18.8,2.6,Sầu riêng Ri6,60000.0,AI_Synthetic,True
2024-08-21,28.2,19.6,0.3,Sầu riêng Ri6,56000.0,AI_Synthetic,True
2024-08-22,28.0,19.5,3.3,Sầu riêng Ri6,52000.0,AI_Synthetic,True
2024-08-23,28.1,19.3,6.1,Sầu riêng Ri6,59000.0,AI_Synthetic,True
2024-08-24,28.2,19.0,5.4,Sầu riêng Ri6,51000.0,AI_Synthetic,True
2024-08-25,28.0,18.8,14.2,Sầu riêng Ri6,61000.0,AI_Synthetic,True
2024-08-26,26.2,19.2,18.0,Sầu riêng Ri6,63000.0,AI_Synthetic,True
2024-08-27,25.8,19.9,5.3,Sầu riêng Ri6,54000.0,AI_Synthetic,True
2024-08-28,25.0,20.2,6.8,Sầu riêng Ri6,56000.0,AI_Synthetic,True
2024-08-29,24.2,20.2,6.0,Sầu riêng Ri6,60000.0,AI_Synthetic,True
2024-08-30,24.8,20.5,8.8,Sầu riêng Ri6,59000.0,AI_Synthetic,True
2024-08-31,24.2,20.3,8.6,Sầu riêng Ri6,51000.0,AI_Synthetic,True
2024-09-01,25.2,20.1,24.1,Sầu riêng Ri6,84000.0,AI_Synthetic,True
2024-09-02,26.0,19.4,4.6,Sầu riêng Ri6,86000.0,AI_Synthetic,True
2024-09-03,24.3,20.0,9.3,Sầu riêng Ri6,92000.0,AI_Synthetic,True
2024-09-04,24.3,20.7,16.4,Sầu riêng Ri6,94000.0,AI_Synthetic,True
2024-09-05,24.9,21.0,17.3,Sầu riêng Ri6,82000.0,AI_Synthetic,True
2024-09-06,24.3,20.6,18.6,Sầu riêng Ri6,89000.0,AI_Synthetic,True
2024-09-07,24.4,20.8,10.0,Sầu riêng Ri6,93000.0,AI_Synthetic,True
2024-09-08,25.8,21.5,5.4,Sầu riêng Ri6,98000.0,AI_Synthetic,True
2024-09-09,27.1,20.8,8.4,Sầu riêng Ri6,79000.0,AI_Synthetic,True
2024-09-10,26.8,20.0,14.4,Sầu riêng Ri6,95000.0,AI_Synthetic,True
2024-09-11,27.7,19.3,7.4,Sầu riêng Ri6,87000.0,AI_Synthetic,True
2024-09-12,26.7,19.6,18.9,Sầu riêng Ri6,83000.0,AI_Synthetic,True
2024-09-13,25.9,20.5,15.8,Sầu riêng Ri6,74000.0,AI_Synthetic,True
2024-09-14,23.9,20.8,11.4,Sầu riêng Ri6,90000.0,AI_Synthetic,True
2024-09-15,25.3,20.0,17.6,Sầu riêng Ri6,88000.0,AI_Synthetic,True
2024-09-16,24.9,20.6,10.9,Sầu riêng Ri6,85000.0,AI_Synthetic,True
2024-09-17,25.0,20.8,16.6,Sầu riêng Ri6,89000.0,AI_Synthetic,True
2024-09-18,22.4,20.2,29.1,Sầu riêng Ri6,77000.0,AI_Synthetic,True
2024-09-19,24.4,20.0,7.5,Sầu riêng Ri6,96000.0,AI_Synthetic,True
2024-09-20,24.5,21.2,15.5,Sầu riêng Ri6,88000.0,AI_Synthetic,True
2024-09-21,23.8,20.7,21.7,Sầu riêng Ri6,84000.0,AI_Synthetic,True
2024-09-22,23.8,19.9,15.1,Sầu riêng Ri6,78000.0,AI_Synthetic,True
2024-09-23,26.1,19.5,6.1,Sầu riêng Ri6,81000.0,AI_Synthetic,True
2024-09-24,26.7,19.4,0.6,Sầu riêng Ri6,78000.0,AI_Synthetic,True
2024-09-25,27.1,19.6,2.0,Sầu riêng Ri6,84000.0,AI_Synthetic,True
2024-09-26,28.2,18.8,20.1,Sầu riêng Ri6,78000.0,AI_Synthetic,True
2024-09-27,27.0,18.5,2.3,Sầu riêng Ri6,85000.0,AI_Synthetic,True
2024-09-28,28.0,19.1,0.0,Sầu riêng Ri6,90000.0,AI_Synthetic,True
2024-09-29,27.5,20.4,14.3,Sầu riêng Ri6,83000.0,AI_Synthetic,True
2024-09-30,27.2,20.0,4.4,Sầu riêng Ri6,93000.0,AI_Synthetic,True
2024-10-01,27.6,20.1,1.9,Sầu riêng Ri6,83000.0,AI_Synthetic,True
2024-10-02,26.6,19.2,18.6,Sầu riêng Ri6,92000.0,AI_Synthetic,True
2024-10-03,27.4,20.1,5.5,Sầu riêng Ri6,80000.0,AI_Synthetic,True
2024-10-04,26.9,19.5,6.3,Sầu riêng Ri6,84000.0,AI_Synthetic,True
2024-10-05,27.2,18.5,11.8,Sầu riêng Ri6,93000.0,AI_Synthetic,True
2024-10-06,26.9,19.0,3.0,Sầu riêng Ri6,89000.0,AI_Synthetic,True
2024-10-07,26.7,18.3,8.5,Sầu riêng Ri6,84000.0,AI_Synthetic,True
2024-10-08,26.7,18.5,35.3,Sầu riêng Ri6,89000.0,AI_Synthetic,True
2024-10-09,27.5,18.9,11.0,Sầu riêng Ri6,90000.0,AI_Synthetic,True
2024-10-10,28.0,18.7,7.8,Sầu riêng Ri6,80000.0,AI_Synthetic,True
2024-10-11,28.3,19.0,2.8,Sầu riêng Ri6,79000.0,AI_Synthetic,True
2024-10-12,26.8,19.0,14.4,Sầu riêng Ri6,84000.0,AI_Synthetic,True
2024-10-13,28.0,19.9,6.9,Sầu riêng Ri6,82000.0,AI_Synthetic,True
2024-10-14,28.4,18.9,1.5,Sầu riêng Ri6,90000.0,AI_Synthetic,True
2024-10-15,27.0,19.8,23.0,Sầu riêng Ri6,97000.0,AI_Synthetic,True
2024-10-16,26.4,19.1,31.3,Sầu riêng Ri6,83000.0,AI_Synthetic,True
2024-10-17,26.0,19.8,14.3,Sầu riêng Ri6,80000.0,AI_Synthetic,True
2024-10-18,25.7,19.2,7.0,Sầu riêng Ri6,91000.0,AI_Synthetic,True
2024-10-19,26.4,18.9,3.3,Sầu riêng Ri6,76000.0,AI_Synthetic,True
2024-10-20,26.4,19.8,20.9,Sầu riêng Ri6,78000.0,AI_Synthetic,True
2024-10-21,26.9,18.9,6.3,Sầu riêng Ri6,87000.0,AI_Synthetic,True
2024-10-22,25.0,18.8,8.1,Sầu riêng Ri6,84000.0,AI_Synthetic,True
2024-10-23,25.8,17.7,1.8,Sầu riêng Ri6,93000.0,AI_Synthetic,True
2024-10-24,27.2,15.9,0.0,Sầu riêng Ri6,86000.0,AI_Synthetic,True
2024-10-25,26.6,18.3,0.2,Sầu riêng Ri6,83000.0,AI_Synthetic,True
2024-10-26,24.8,18.1,0.0,Sầu riêng Ri6,89000.0,AI_Synthetic,True
2024-10-27,21.4,19.0,17.5,Sầu riêng Ri6,89000.0,AI_Synthetic,True
2024-10-28,22.6,19.5,16.3,Sầu riêng Ri6,76000.0,AI_Synthetic,True
2024-10-29,23.1,18.7,3.4,Sầu riêng Ri6,89000.0,AI_Synthetic,True
2024-10-30,25.4,18.8,7.0,Sầu riêng Ri6,80000.0,AI_Synthetic,True
2024-10-31,26.7,18.0,0.2,Sầu riêng Ri6,95000.0,AI_Synthetic,True
2024-11-01,26.0,18.0,18.8,Sầu riêng Ri6,94000.0,AI_Synthetic,True
2024-11-02,26.3,18.7,24.4,Sầu riêng Ri6,87000.0,AI_Synthetic,True
2024-11-03,27.5,17.9,3.4,Sầu riêng Ri6,80000.0,AI_Synthetic,True
2024-11-04,27.0,18.7,22.8,Sầu riêng Ri6,75000.0,AI_Synthetic,True
2024-11-05,27.1,18.3,10.2,Sầu riêng Ri6,88000.0,AI_Synthetic,True
2024-11-06,26.8,18.5,1.9,Sầu riêng Ri6,86000.0,AI_Synthetic,True
2024-11-07,26.2,17.9,1.2,Sầu riêng Ri6,90000.0,AI_Synthetic,True
2024-11-08,25.6,18.3,7.0,Sầu riêng Ri6,75000.0,AI_Synthetic,True
2024-11-09,27.0,16.5,8.7,Sầu riêng Ri6,97000.0,AI_Synthetic,True
2024-11-10,27.1,17.6,0.2,Sầu riêng Ri6,96000.0,AI_Synthetic,True
2024-11-11,28.0,16.5,0.4,Sầu riêng Ri6,74000.0,AI_Synthetic,True
2024-11-12,26.3,18.9,0.2,Sầu riêng Ri6,72000.0,AI_Synthetic,True
2024-11-13,26.0,18.8,1.4,Sầu riêng Ri6,77000.0,AI_Synthetic,True
2024-11-14,29.2,16.5,0.3,Sầu riêng Ri6,88000.0,AI_Synthetic,True
2024-11-15,28.5,19.1,0.0,Sầu riêng Ri6,87000.0,AI_Synthetic,True
2024-11-16,27.9,18.5,0.0,Sầu riêng Ri6,80000.0,AI_Synthetic,True
2024-11-17,28.1,17.1,0.0,Sầu riêng Ri6,86000.0,AI_Synthetic,True
2024-11-18,28.1,14.5,0.0,Sầu riêng Ri6,73000.0,AI_Synthetic,True
2024-11-19,27.8,15.8,1.2,Sầu riêng Ri6,93000.0,AI_Synthetic,True
2024-11-20,27.3,18.6,2.9,Sầu riêng Ri6,79000.0,AI_Synthetic,True
2024-11-21,27.6,18.3,0.9,Sầu riêng Ri6,80000.0,AI_Synthetic,True
2024-11-22,28.0,18.5,0.1,Sầu riêng Ri6,82000.0,AI_Synthetic,True
2024-11-23,28.2,17.9,0.9,Sầu riêng Ri6,85000.0,AI_Synthetic,True
2024-11-24,28.8,17.8,0.6,Sầu riêng Ri6,75000.0,AI_Synthetic,True
2024-11-25,28.2,17.2,0.0,Sầu riêng Ri6,80000.0,AI_Synthetic,True
2024-11-26,28.5,17.9,0.0,Sầu riêng Ri6,82000.0,AI_Synthetic,True
2024-11-27,28.6,18.0,0.3,Sầu riêng Ri6,85000.0,AI_Synthetic,True
2024-11-28,25.8,18.6,0.2,Sầu riêng Ri6,80000.0,AI_Synthetic,True
2024-11-29,27.0,17.0,0.0,Sầu riêng Ri6,79000.0,AI_Synthetic,True
2024-11-30,25.6,15.9,0.0,Sầu riêng Ri6,89000.0,AI_Synthetic,True
2024-12-01,26.9,16.5,0.7,Sầu riêng Ri6,87000.0,AI_Synthetic,True
2024-12-02,27.9,17.7,1.4,Sầu riêng Ri6,86000.0,AI_Synthetic,True
2024-12-03,26.1,18.6,1.3,Sầu riêng Ri6,75000.0,AI_Synthetic,True
2024-12-04,24.4,16.9,1.2,Sầu riêng Ri6,80000.0,AI_Synthetic,True
2024-12-05,28.1,18.0,1.3,Sầu riêng Ri6,85000.0,AI_Synthetic,True
2024-12-06,27.7,16.2,1.4,Sầu riêng Ri6,89000.0,AI_Synthetic,True
2024-12-07,26.8,18.8,2.8,Sầu riêng Ri6,81000.0,AI_Synthetic,True
2024-12-08,26.7,17.8,0.1,Sầu riêng Ri6,91000.0,AI_Synthetic,True
2024-12-09,26.4,18.4,0.2,Sầu riêng Ri6,81000.0,AI_Synthetic,True
2024-12-10,22.3,18.4,3.1,Sầu riêng Ri6,85000.0,AI_Synthetic,True
2024-12-11,25.8,18.2,3.9,Sầu riêng Ri6,75000.0,AI_Synthetic,True
2024-12-12,25.0,20.0,2.7,Sầu riêng Ri6,81000.0,AI_Synthetic,True
2024-12-13,26.1,19.6,3.9,Sầu riêng Ri6,80000.0,AI_Synthetic,True
2024-12-14,26.9,19.4,7.4,Sầu riêng Ri6,85000.0,AI_Synthetic,True
2024-12-15,23.7,18.6,18.8,Sầu riêng Ri6,79000.0,AI_Synthetic,True
2024-12-16,21.8,16.7,0.4,Sầu riêng Ri6,76000.0,AI_Synthetic,True
2024-12-17,25.9,15.8,0.0,Sầu riêng Ri6,91000.0,AI_Synthetic,True
2024-12-18,26.0,15.6,0.3,Sầu riêng Ri6,90000.0,AI_Synthetic,True
2024-12-19,25.2,16.5,0.0,Sầu riêng Ri6,82000.0,AI_Synthetic,True
2024-12-20,24.4,14.8,0.0,Sầu riêng Ri6,84000.0,AI_Synthetic,True
2024-12-21,24.6,12.9,0.0,Sầu riêng Ri6,88000.0,AI_Synthetic,True
2024-12-22,23.5,13.6,0.0,Sầu riêng Ri6,89000.0,AI_Synthetic,True
2024-12-23,24.8,14.7,0.0,Sầu riêng Ri6,91000.0,AI_Synthetic,True
2024-12-24,22.2,17.1,0.1,Sầu riêng Ri6,84000.0,AI_Synthetic,True
2024-12-25,24.5,16.9,0.6,Sầu riêng Ri6,92000.0,AI_Synthetic,True
2024-12-26,27.2,17.5,0.3,Sầu riêng Ri6,91000.0,AI_Synthetic,True
2024-12-27,25.8,19.0,5.4,Sầu riêng Ri6,79000.0,AI_Synthetic,True
2024-12-28,26.2,17.5,2.1,Sầu riêng Ri6,89000.0,AI_Synthetic,True
2024-12-29,24.9,16.0,0.0,Sầu riêng Ri6,80000.0,AI_Synthetic,True
2024-12-30,26.0,14.1,0.0,Sầu riêng Ri6,85000.0,AI_Synthetic,True
2024-12-31,23.7,17.0,0.0,Sầu riêng Ri6,95000.0,AI_Synthetic,True
2025-01-01,24.1,16.9,0.6,Sầu riêng Ri6,89000.0,AI_Synthetic,True
2025-01-02,25.4,15.8,0.8,Sầu riêng Ri6,87000.0,AI_Synthetic,True
2025-01-03,24.6,17.2,0.0,Sầu riêng Ri6,93000.0,AI_Synthetic,True
2025-01-04,25.0,15.4,0.0,Sầu riêng Ri6,84000.0,AI_Synthetic,True
2025-01-05,24.9,13.8,0.0,Sầu riêng Ri6,75000.0,AI_Synthetic,True
2025-01-06,26.9,13.2,0.0,Sầu riêng Ri6,79000.0,AI_Synthetic,True
2025-01-07,26.7,14.3,0.5,Sầu riêng Ri6,85000.0,AI_Synthetic,True
2025-01-08,26.9,15.0,0.0,Sầu riêng Ri6,81000.0,AI_Synthetic,True
2025-01-09,27.5,13.6,0.0,Sầu riêng Ri6,92000.0,AI_Synthetic,True
2025-01-10,25.1,15.4,0.0,Sầu riêng Ri6,80000.0,AI_Synthetic,True
2025-01-11,24.6,15.0,0.0,Sầu riêng Ri6,92000.0,AI_Synthetic,True
2025-01-12,23.4,13.6,0.0,Sầu riêng Ri6,80000.0,AI_Synthetic,True
2025-01-13,26.6,11.1,0.0,Sầu riêng Ri6,89000.0,AI_Synthetic,True
2025-01-14,26.5,14.6,3.1,Sầu riêng Ri6,91000.0,AI_Synthetic,True
2025-01-15,24.6,17.4,0.0,Sầu riêng Ri6,94000.0,AI_Synthetic,True
2025-01-16,23.5,15.8,0.0,Sầu riêng Ri6,93000.0,AI_Synthetic,True
2025-01-17,25.5,14.4,0.0,Sầu riêng Ri6,74000.0,AI_Synthetic,True
2025-01-18,26.2,12.6,0.4,Sầu riêng Ri6,75000.0,AI_Synthetic,True
2025-01-19,28.1,13.9,0.0,Sầu riêng Ri6,81000.0,AI_Synthetic,True
2025-01-20,26.9,13.9,0.0,Sầu riêng Ri6,89000.0,AI_Synthetic,True
2025-01-21,27.5,13.7,0.0,Sầu riêng Ri6,81000.0,AI_Synthetic,True
2025-01-22,28.0,13.2,0.0,Sầu riêng Ri6,88000.0,AI_Synthetic,True
2025-01-23,28.5,15.5,0.7,Sầu riêng Ri6,97000.0,AI_Synthetic,True
2025-01-24,28.8,15.4,0.3,Sầu riêng Ri6,77000.0,AI_Synthetic,True
2025-01-25,29.1,17.0,0.0,Sầu riêng Ri6,82000.0,AI_Synthetic,True
2025-01-26,27.7,15.6,0.0,Sầu riêng Ri6,82000.0,AI_Synthetic,True
2025-01-27,25.8,14.4,0.0,Sầu riêng Ri6,94000.0,AI_Synthetic,True
2025-01-28,26.2,13.1,0.0,Sầu riêng Ri6,85000.0,AI_Synthetic,True
2025-01-29,25.2,12.0,0.0,Sầu riêng Ri6,84000.0,AI_Synthetic,True
2025-01-30,25.7,11.0,0.0,Sầu riêng Ri6,79000.0,AI_Synthetic,True
2025-01-31,27.5,12.4,0.0,Sầu riêng Ri6,84000.0,AI_Synthetic,True
2025-02-01,28.8,14.6,0.0,Sầu riêng Ri6,94000.0,AI_Synthetic,True
2025-02-02,28.5,14.4,0.0,Sầu riêng Ri6,83000.0,AI_Synthetic,True
2025-02-03,28.8,15.0,0.0,Sầu riêng Ri6,92000.0,AI_Synthetic,True
2025-02-04,27.6,13.3,0.0,Sầu riêng Ri6,82000.0,AI_Synthetic,True
2025-02-05,27.8,13.7,0.0,Sầu riêng Ri6,84000.0,AI_Synthetic,True
2025-02-06,28.4,13.1,0.0,Sầu riêng Ri6,80000.0,AI_Synthetic,True
2025-02-07,27.8,11.9,0.0,Sầu riêng Ri6,80000.0,AI_Synthetic,True
2025-02-08,26.8,14.7,0.0,Sầu riêng Ri6,84000.0,AI_Synthetic,True
2025-02-09,24.5,13.8,0.0,Sầu riêng Ri6,82000.0,AI_Synthetic,True
2025-02-10,28.1,15.1,0.4,Sầu riêng Ri6,88000.0,AI_Synthetic,True
2025-02-11,28.0,15.9,4.6,Sầu riêng Ri6,97000.0,AI_Synthetic,True
2025-02-12,28.4,17.1,2.2,Sầu riêng Ri6,89000.0,AI_Synthetic,True
2025-02-13,27.0,19.0,3.9,Sầu riêng Ri6,87000.0,AI_Synthetic,True
2025-02-14,29.4,18.5,0.3,Sầu riêng Ri6,79000.0,AI_Synthetic,True
2025-02-15,28.5,18.3,1.0,Sầu riêng Ri6,86000.0,AI_Synthetic,True
2025-02-16,29.7,15.7,0.1,Sầu riêng Ri6,88000.0,AI_Synthetic,True
